TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
37749396,2,Single,2470.962,1088.447,0.0,0.569,0.014,0.0,617.431,0.008,0.339,0.2994,1.0,1.138,0.008,4.169
