 2.50  2300.  0.0  2.0   0.7014   0.6453   0.4678 q PC
 3.00  2300.  0.0  2.0   0.7106   0.6437   0.4617 q PC
 3.50  2300.  0.0  2.0   0.7334   0.6647   0.4299 q PC
 4.00  2300.  0.0  2.0   0.7639   0.6929   0.4073 q PC
 4.50  2300.  0.0  2.0   0.7705   0.7008   0.3828 q PC
 5.00  2300.  0.0  2.0   0.7686   0.7014   0.3647 q PC
 5.50  2300.  0.0  2.0   0.7326   0.6608   0.3905 q PC
 6.00  2300.  0.0  2.0   0.7191   0.6434   0.4103 q PC
 2.50  2400.  0.0  2.0   0.6689   0.6136   0.4822 q PC
 3.00  2400.  0.0  2.0   0.6742   0.6059   0.4837 q PC
 3.50  2400.  0.0  2.0   0.7034   0.6282   0.4784 q PC
 4.00  2400.  0.0  2.0   0.7410   0.6629   0.4542 q PC
 4.50  2400.  0.0  2.0   0.7725   0.6965   0.4177 q PC
 5.00  2400.  0.0  2.0   0.7695   0.6889   0.4308 q PC
 5.50  2400.  0.0  2.0   0.7551   0.6744   0.4284 q PC
 6.00  2400.  0.0  2.0   0.7346   0.6529   0.4367 q PC
 2.50  2500.  0.0  2.0   0.6396   0.5878   0.4849 q PC
 3.00  2500.  0.0  2.0   0.6343   0.5669   0.4966 q PC
 3.50  2500.  0.0  2.0   0.6618   0.5831   0.5119 q PC
 4.00  2500.  0.0  2.0   0.7008   0.6161   0.5062 q PC
 4.50  2500.  0.0  2.0   0.7415   0.6567   0.4776 q PC
 5.00  2500.  0.0  2.0   0.7732   0.6909   0.4407 q PC
 5.50  2500.  0.0  2.0   0.7583   0.6680   0.4813 q PC
 6.00  2500.  0.0  2.0   0.7404   0.6514   0.4749 q PC
 2.50  2600.  0.0  2.0   0.6264   0.5783   0.4821 q PC
 3.00  2600.  0.0  2.0   0.6014   0.5373   0.4952 q PC
 3.50  2600.  0.0  2.0   0.6190   0.5411   0.5261 q PC
 4.00  2600.  0.0  2.0   0.6534   0.5658   0.5405 q PC
 4.50  2600.  0.0  2.0   0.7000   0.6068   0.5408 q PC
 5.00  2600.  0.0  2.0   0.7383   0.6438   0.5215 q PC
 5.50  2600.  0.0  2.0   0.7651   0.6741   0.4829 q PC
 6.00  2600.  0.0  2.0   0.7696   0.6810   0.4645 q PC
 2.50  2700.  0.0  2.0   0.6245   0.5818   0.4618 q PC
 3.00  2700.  0.0  2.0   0.5812   0.5204   0.4903 q PC
 3.50  2700.  0.0  2.0   0.5822   0.5071   0.5237 q PC
 4.00  2700.  0.0  2.0   0.6072   0.5205   0.5518 q PC
 4.50  2700.  0.0  2.0   0.6464   0.5505   0.5768 q PC
 5.00  2700.  0.0  2.0   0.6925   0.5900   0.5851 q PC
 5.50  2700.  0.0  2.0   0.7249   0.6227   0.5634 q PC
 6.00  2700.  0.0  2.0   0.7160   0.6485   0.3976 q PC
 2.50  2800.  0.0  2.0   0.6367   0.5986   0.4422 q PC
 3.00  2800.  0.0  2.0   0.5748   0.5165   0.4902 q PC
 3.50  2800.  0.0  2.0   0.5562   0.4846   0.5168 q PC
 4.00  2800.  0.0  2.0   0.5670   0.4837   0.5458 q PC
 4.50  2800.  0.0  2.0   0.5964   0.5033   0.5787 q PC
 5.00  2800.  0.0  2.0   0.6374   0.5357   0.6027 q PC
 5.50  2800.  0.0  2.0   0.6747   0.5687   0.6077 q PC
 2.50  2900.  0.0  2.0   0.6597   0.6208   0.4482 q PC
 3.00  2900.  0.0  2.0   0.5780   0.5214   0.4812 q PC
 3.50  2900.  0.0  2.0   0.5418   0.4731   0.5048 q PC
 4.00  2900.  0.0  2.0   0.5388   0.4583   0.5355 q PC
 4.50  2900.  0.0  2.0   0.5567   0.4668   0.5689 q PC
 5.00  2900.  0.0  2.0   0.5882   0.4897   0.6005 q PC
 5.50  2900.  0.0  2.0   0.6288   0.5239   0.6204 q PC
 6.00  2900.  0.0  2.0   0.6700   0.5626   0.6135 q PC
 2.50  3000.  0.0  2.0   0.6876   0.6528   0.4059 q PC
 3.00  3000.  0.0  2.0   0.5898   0.5327   0.4755 q PC
 3.50  3000.  0.0  2.0   0.5396   0.4703   0.5068 q PC
 4.00  3000.  0.0  2.0   0.5214   0.4429   0.5264 q PC
 4.50  3000.  0.0  2.0   0.5270   0.4411   0.5528 q PC
 5.50  3000.  0.0  2.0   0.5820   0.4815   0.6094 q PC
 6.00  3000.  0.0  2.0   0.6205   0.5149   0.6213 q PC
 2.50  3100.  0.0  2.0   0.7337   0.7026   0.3659 q PC
 3.00  3100.  0.0  2.0   0.6068   0.5509   0.4668 q PC
 3.50  3100.  0.0  2.0   0.5440   0.4772   0.4958 q PC
 4.00  3100.  0.0  2.0   0.5138   0.4376   0.5173 q PC
 4.50  3100.  0.0  2.0   0.5076   0.4252   0.5357 q PC
 5.00  3100.  0.0  2.0   0.5191   0.4297   0.5625 q PC
 5.50  3100.  0.0  2.0   0.5444   0.4485   0.5906 q PC
 6.00  3100.  0.0  2.0   0.5764   0.4747   0.6128 q PC
 2.50  3200.  0.0  2.0   0.7081   0.6811   0.3767 q PC
 3.00  3200.  0.0  2.0   0.6314   0.5803   0.4407 q PC
 3.50  3200.  0.0  2.0   0.5544   0.4920   0.4764 q PC
 4.00  3200.  0.0  2.0   0.5135   0.4414   0.4979 q PC
 4.50  3200.  0.0  2.0   0.4960   0.4170   0.5186 q PC
 5.00  3200.  0.0  2.0   0.4973   0.4119   0.5409 q PC
 5.50  3200.  0.0  2.0   0.5144   0.4229   0.5679 q PC
 6.00  3200.  0.0  2.0   0.5426   0.4453   0.5918 q PC
