TIME,PSF_FLUX,APER_FLUX,BKG_FLUX,QUALITY,APER_FLUX_FLAT,APER_FLUX_FLAT_ERR,APER_FLUX_TREND
2665.276989113833,34221.21484375,1.0013848652422241,76.4552001953125,0,0.9998448937139257,0.0004288920420037321,1.0015402104246172
2665.283933675012,34217.671875,1.001992300539518,76.39578247070312,0,1.0004430891186076,0.0004288920420037321,1.0015485252862062
2665.290878235958,34156.59375,1.0020669099392234,76.4254379272461,0,1.0005080396638206,0.0004288920420037321,1.001558078709619
2665.2978227969043,34171.37109375,1.001601806419829,76.41112518310547,0,1.0000546739192906,0.0004288920420037321,1.0015470479173656
2665.304767357385,34145.765625,1.0017330041796189,76.42891693115234,0,1.000196919361972,0.0004288920420037321,1.001535782392358
2665.3117119176336,34067.55078125,1.0006763055124066,76.44622802734375,0,0.9991426292256859,0.0004288920420037321,1.0015349923442955
2665.3186564778807,34176.265625,1.0014998785014624,76.46306610107422,0,0.9999593310994153,0.0004288920420037321,1.0015406100569644
2665.325601037895,34155.4296875,1.0023021017238332,76.3997573852539,0,1.00076524322526,0.0004288920420037321,1.0015356833273108
2665.332545597444,33971.5703125,1.000026974167586,76.45355224609375,0,0.998485615468901,0.0004288920420037321,1.0015436964487077
2665.3394901572265,34230.85546875,1.001710047441248,76.45160675048828,0,1.0001564141144919,0.0004288920420037321,1.0015533903545792
2665.3464347165427,34100.796875,1.0015770131423887,76.4313735961914,0,1.0000290679102064,0.0004288920420037321,1.001547900237957
2665.3533792756266,34138.07421875,1.001355136266034,76.45353698730469,0,0.9998068623978965,0.0004288920420037321,1.001548572955805
2665.3603238347087,34120.078125,1.0015933124266319,76.4420394897461,0,1.0000539149372747,0.0004288920420037321,1.0015393144973126
2665.3672683935592,34172.09765625,1.0017656027481054,76.4769515991211,0,1.0002349764383143,0.0004288920420037321,1.0015302667331645
2665.3742129524107,34157.83203125,1.0013388369817906,76.45143127441406,0,0.9998037556905862,0.0004288920420037321,1.0015353826013027
