TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
308120029,2,Single,1798.511,21.086,0.007,0.138,0.084,0.0,52.513,0.008,0.1604,0.4325,1.0,0.276,0.011,74.132
