TICID,time_to_run,split_searches
144700903,452.9136199951172,"(array([  0,   1,   2,   3,   4,   5,   6,   7,   8,   9,  10,  97,  98,
        99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111,
       112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 204, 205, 206,
       207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219,
       220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 313, 314, 315,
       316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328,
       329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 444, 445, 446,
       447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459,
       460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 555, 556, 557,
       558, 559, 560, 561, 562, 563, 564, 565, 566, 567, 568, 569, 570,
       571, 572, 573, 574, 575, 576, 577, 578, 579, 666, 667, 668, 669,
       670, 671, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681, 682,
       683, 684, 685, 686, 687, 688, 689, 690, 777, 778, 779, 780, 781,
       782, 783, 784, 785, 786, 787, 788, 789, 790, 791, 792, 793, 794,
       795, 796, 797, 798, 799, 800, 801, 802, 887, 888, 889, 890, 891,
       892, 893, 894, 895, 896, 897, 898, 899, 900, 901, 902, 903, 904,
       905, 906, 907, 908, 909, 910, 911, 912]),)"
