TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
408636441,5,Single,1778.075,240.652,0.001,0.36,0.035,0.0,220.115,0.008,0.339,0.2994,1.0,0.72,0.012,26.569
