TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
12421862,5,Single,1371.036,756.445,0.0,0.409,0.011,0.0,595.609,0.008,0.1828,0.4015,1.0,0.818,0.005,14.205
