TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
240968774,1,Single,1796.876,47.675,0.0,0.172,0.012,0.0,88.594,0.01,0.2581,0.3609,1.0,0.345,0.002,14.776
