 2.50  1500.  0.0  2.0   1.2826   -0.4088    1.2102   -0.2134    0.0975  r PD
 3.00  1500.  0.0  2.0   1.1912   -0.3291    1.1173   -0.1530    0.0973  r PD
 3.50  1500.  0.0  2.0   1.2343   -0.3806    1.1642   -0.2298    0.0673  r PD
 4.00  1500.  0.0  2.0   1.3245   -0.4584    1.2888   -0.3749    0.0988  r PD
 4.50  1500.  0.0  2.0   1.7208   -0.8438    1.7864   -0.9145    0.2437  r PD
 5.00  1500.  0.0  2.0   1.5871   -0.7052    1.5836   -0.6861    0.1324  r PD
 5.50  1500.  0.0  2.0   1.3201   -0.4650    1.3595   -0.5050    0.1896  r PD
 2.50  1600.  0.0  2.0   1.1659   -0.3028    1.0901   -0.0922    0.0607  r PD
 3.00  1600.  0.0  2.0   1.1114   -0.2399    1.0284   -0.0471    0.0825  r PD
 3.50  1600.  0.0  2.0   1.1465   -0.2799    1.0682   -0.1153    0.0844  r PD
 4.00  1600.  0.0  2.0   1.1505   -0.2817    1.0798   -0.1449    0.0880  r PD
 4.50  1600.  0.0  2.0   1.2011   -0.3359    1.1558   -0.2477    0.0717  r PD
 5.00  1600.  0.0  2.0   1.2030   -0.3414    1.1683   -0.2742    0.0790  r PD
 5.50  1600.  0.0  2.0   1.2509   -0.3897    1.2423   -0.3637    0.1062  r PD
 2.50  1700.  0.0  2.0   1.0360   -0.1770    0.9567    0.0468    0.0349  r PD
 3.00  1700.  0.0  2.0   1.0663   -0.2038    0.9839   -0.0065    0.0458  r PD
 3.50  1700.  0.0  2.0   1.0824   -0.2221    1.0065   -0.0561    0.0570  r PD
 4.00  1700.  0.0  2.0   1.0787   -0.2192    1.0125   -0.0847    0.0603  r PD
 4.50  1700.  0.0  2.0   1.0295   -0.1666    0.9753   -0.0629    0.0666  r PD
 5.00  1700.  0.0  2.0   1.0447   -0.1773    0.9958   -0.0891    0.0721  r PD
 5.50  1700.  0.0  2.0   1.1249   -0.2561    1.0885   -0.1917    0.0741  r PD
 2.50  1800.  0.0  2.0   1.0546   -0.1921    0.9671    0.0421    0.0376  r PD
 3.00  1800.  0.0  2.0   1.0009   -0.1336    0.9318    0.0482    0.0194  r PD
 3.50  1800.  0.0  2.0   0.9990   -0.1466    0.9293    0.0143    0.0240  r PD
 4.00  1800.  0.0  2.0   0.9997   -0.1496    0.9423   -0.0240    0.0205  r PD
 4.50  1800.  0.0  2.0   1.0181   -0.1655    0.9716   -0.0699    0.0341  r PD
 5.00  1800.  0.0  2.0   0.9931   -0.1377    0.9510   -0.0565    0.0439  r PD
 5.50  1800.  0.0  2.0   0.9880   -0.1282    0.9530   -0.0634    0.0483  r PD
