TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
243641947,10,Single,1621.959,759.653,0.0,0.366,0.014,0.0,669.391,0.008,0.1555,0.4459,0.999,0.732,0.005,2.56
