TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
36724087,1,Single,1546.865,734.654,0.001,0.369,0.029,0.0,652.602,0.008,0.1529,0.4604,1.0,0.737,0.01,27.518
