TICID,Planet_Num,Ptype,T0,Period,Depth,Dur,Rad_p,Cosi,Semi_Maj,b,u1,u2,Norm,Win,Tau,SNR
119584412,3,Single,1916.986,762.746,0.0,0.469,0.013,0.0,524.69,0.008,0.2581,0.3609,1.0,0.938,0.006,7.654
